Kontrafakt rytmus slovakia,,,
YOU GOING TO INN,,,
bro hy is ur ja so protruding do u need a doctor,,,
Since you ant to call everybody out Im calling you out Jake Paul Im challenging you to an unsanctioned mma fight I ant the smoke,,,
Homie has never atched a Tyson clip clearly,,,
,,,
You so stupid you fighting  years old man,,,
Clip ca bn thc s khin mnh cm thy c ng lc hn Cch bn truyn ti thng ip rt t nhin nhng li chm n tri tim ngi xem,,,
Mnh  hc c rt nhiu iu t video ny Cm n bn v  chia s nhng kin thc v quan im rt b ch v  ngha,,,
aos atrs  con un Tyson  furioso por la broma tendramos a a Jake RIP,,,
I am a time traveller from the future I am here to announce that Jake Paul is cooked,,,
Yo put  in Canada plzzzzzz I neeeeeeeeed to smeeeellllllll gooood,,,
Jake took care of his team thats a great leader right there,,,
you are a dead man,,,
Bro if u have guts go fight mc Gregor,,,
,,,
Cheezy af,,,
YOUR GETTING ROCKED,,,
Next Episode  Jake Paul vs  Yo boxer,,,
Bruh isnt Mike Tyson old asf fighting a young as fighter,,,
uhh yeah ur done buddy,,,
If you ant to see the press conference skip to,,,
hy jake lokey funny asf,,,
Jack Paul is helping Mike Tyson under the table Jack anted to help Mike financially but Mike refused so Jack came up ith this idea and everyone is cursing Jack but inside he kno he is doing something great for his idol Mike Tyson,,,
Ho ill Mike get the money from this fight ill there be a bet beteen them or something like that,,,
Jack Paul,,,
HELLO SUPER STAR,,,
jake paul il re dei coglioni,,,
November  KO KO,,,
Im next,,,
U got pregnant,,,
Mike tyson ill beat you,,,
Its funny that the fights gonna go like  rounds and one of thems  gonna in and its funny because even at  mike ould drop him in the first round,,,
bro had to perform his most famous video because thats best video hes made in  years,,,
Finally in vs mike tyson,,,
Aquarium on they ass,,,
Its about the bean bag head ith a heart to fight,,,
derrickanayayou poop,,,
As one YouTuber to another get it done,,,
My tyson is the goat,,,
I can beat you in  second,,,
Unlike evander Tyson is gonna bite Jakes head off,,,
as super shocked to see Jake survived the chest punch Tyson gave him in the face off,,,
If Jake Paul loses a fight against a  yo man he should visit that Forrest his big brother got untroubled for filming in,,,
I as ith jake until i seen the hak tuah person ith no values,,,
Sad Jake Paul paid off Mike Tyson off,,,
I love your videos  take care of tydus,,,
no one cares anymore atp,,,
JP looks big and out of shape,,,
hen is the fight,,,
Hello  They announce it in the video,,,
This just shos anyone can do anything if you have enough money,,,
Hes gonna Fuk you up,,,
is all about distraction,,,
Bloods ja is going to be broken,,,
Blood ja is going to be broken,,,
I hope Mike just get straight to business and give us a st round knock out and he need to come out to Canibus st round knock out,,,
Boring ho actually ould pay to atch this joke of a fight,,,
Im begging to think that this Quote  Unquote FIGHT is a bunch of BS Interested fans are getting bored by the irrelevant hype,,,
Mike Tyson ill knock you the F O,,,
ho ill in Mike tyson or jake poul,,,
Did dude just escape from a camp for Eating Disorders because even Knoxville from the movie the Ringer could beat him,,,
ho said Everyone has a plan until they get punched in the face,,,
Mike is the  I hope hes ready,,,
Video starts,,,
Jon Marianek,,,
eird to think that their fans are under,,,
This dude ants to stay relevant so bad Its sad at this point Youll do anything Jake huh,,,
Mikes like,,,
He got fat,,,
They erent saying F jake paul they ere saying lets go Brandon,,,
Dam daxter need more meat him body,,,
Brother is aiting for mike to turn,,,
,,,
Bro,,,
hy do you have so much hatred,,,
If bro loses to mike ho ill be  soon he is cooked,,,
Harsh,,,
JAKE PAUL JAKE PAUL,,,
Mike Tyson all the ay,,,
Tyson is inning,,,
Still no bitches,,,
MILLI going to go insane,,,
I dare you to call out Andre ard after fighting Tysonhis older retired a champion and the same eight as you,,,
Man can hardly alk,,,
hat a sad orld e live in,,,
After match jake died in first blo Mike on,,,
I got the ave breaker deodorant and it smelled amazing,,,
JakePaul I had many fights open class through USA Boxing  Can I get on the fight card for my first fight ith you and Tyson,,,
First professional fight  Ill train real hard every day so people kno they can rely on me etc  Thank you,,,
My brother in Christ youre fighting a senior citizen,,,
Ho many men,,,
TZ,,,
Dog messing ith the lion,,,
Maybe the Lion is long in the tooth Am I right about the fight,,,
Mike Tyson got payed to loose just letting Jake Paul kno,,,
Fight me instead,,,
Youre hole Career is a disappoinment youve done nothing for your country Youre just a spit on the ground lego paul Mike Tyson is going to prove that Thanks From BoHoBoJay,,,
Jake paul has just jumped in to boxing,,,
Mike is a real boxer and he ill alays be the best ever,,,
Im no boxing expert but hen I look at jake paul in the ring he doesnt move like a really boxer I cant be the only to see this,,,
Hes going  to get knocked poser,,,
YouTube ads plus sponsor ads and  ads for all companies he made,,,
The hite man on the race Never bet against us,,,
Its called Tjeckoslovakien Disney,,,
Jake paul is cooked,,,
Me and you vs Mike Tyson,,,
Hes hot,,,
Just to be safeJake as aiting for Tyson to get a little bit older,,,
Miketyson,,,
Yo,,,
Ne York youre just like Mike Tyson you ere good  years ago you cannot be talking bro,,,
same,,,
Bro got his ass beat,,,
I live in czech republice And i am Subscribed to Jon Marianek,,,
Mike Tyson Goat,,,
here is Tydus,,,
Indonesia Love you Keren,,,
David Tua p Paul girls,,,
hy doesnt he fight real fighters,,,
Mike Tyson seni oaltr kardeim,,,
The hole Paul family is trash,,,
getting ghetto no got to sell  tf    looking forard to Tyson fight,,,
Joke paul at this point,,,
The Mike Tyson Fight Is Back On even though no one anted it to be,,,
You a punk,,,
Gonna Staged fightlike all ur others,,,
Nobody trust this dude anymore,,,
Jake is gonna hurt Mike an it means nothing at this point,,,
so true nobody trust this man,,,
jake ill in  everyone is ith you Jake  GO JAKE,,,
Imagine doubting CR,,,
Bro put that stinkater up already,,,
Mike Tyson nega,,,
heres your prosthetic camera arm,,,
aters Spur,,,
Paull,,,
Paul,,,
Jake Paul Trying To Give A Life Lesson Is Like Me Trying To Teach A Life Lesson,,,
Mike Tyson,,,
Jake Paul your a joke,,,
thanks for stopping by our little ton here in Mahopac e loved having you,,,
Back to milk a nd time,,,
Man Jake is so cool,,,
Fucking love you jake Paul,,,
Its back on its off its back on its off its back on its off,,,
Jake ed love to see you fight Ben hitaker try to set that fight up I think it ould be very entertaining,,,
That island house in NY is close to my house like  min aay Lmaoo ent on that lake today and ent past it that House is Big,,,
Fuck Jake Paul Im here for theeeeeee ironnnnnnnn mike Tyson babbbyyy,,,
Yo you came to my house hile I as on vacation,,,
Bro,,,
I could only tolerate  minutes before i skipped through to see if it got better ho the hell atches this crap,,,
Nicolas Locks,,,
Is it back on or nah,,,
co ten mrijanek kdy vid nove video nejak na to sere,,,
All of this is scripted and its so fucking obvious,,,
Im an editor,,,
Eres un cobarde jake paul jamas seras un boxeador profesional aqui en mexico eres como el jorge kaaghi de estados unidos,,,
Hake should fight JEAN PASCAL BOXER  It ould be nice JEAN PASCAL,,,
This guy still acting a fool for children,,,
Jake should fight Deontay ilder,,,
Brother i can smell the  from my phone,,,
Bro just literally makes vlogs for promotionslame,,,
ere the girl that you save  years ago form the man,,,
Time to shave the head brother It ill ascend you as ell,,,
Can I get a hi too please it ill make my day,,,
e ill see buddy best line in boxing sports,,,
e ill see buddy best line in boxing sports,,,
Yo you are in mahopac Ne York Im really close to there and I played a football scrimmage on the field you ere on hen they ere racing,,,
Ive been atching your channel and I understand hy youre boxing just to sell your YouTube videos,,,
you need a ne editor your old one is to famous,,,
That atch is incredible,,,
hat are the boxing rules,,,
that kid in the Knicks jersey is him,,,
Im gonna be there at the Mike Tyson and Jake Paul fight and Im gonna be on Netflix,,,
Fjp,,,
Alays amazing videos,,,
Im from mahopac lol,,,
Bro Jake I as at the Mike Perry fight  ould love to fly out and see the Tyson fight  You got this bro,,,
this mf as in my ton,,,
hat the sigma,,,
lil bros dislikes are more than his likes thats crazy,,,
Yo Jake remember that eird dance you did in  and your that same eird ass dude ho is gonna fight the devilmike Tyson,,,
John top maaaaan  chlebaaaa  aj keby im trebalo doplni ROHLIKY,,,
This man is special,,,
Hillsboro Oregon,,,
The rocking boy all time,,,
Click bait ass video bro,,,
Chleba,,,
These vlogs are terribly boring,,,
Ho the hell did dalvin lose He had to thro that race purposely,,,
nobody realizes ho good jakes friend johnni is at restling so im just gonna comment this,,,
John  friend,,,
Jasper makes hits just to remind yall,,,
Hi Jake hen you challenge a drunken master to a fight BEN HITTAKER VS JAKE PAUL or youll lose your mind,,,
mike mike mike,,,
Cant lie that best vie on the island,,,
Bruh Dalvin TF,,,
This video is just ad after ad Nice Grift Trump ould be proud,,,
Never fight Mike Tyson  is too old you fight Mike Tyson you knockout,,,
Jakeafter you knock out Mike you should knock out canelo next but everyone ould probably still doubt you,,,
Crybaby making statements about Ronaldo Lmao sit don,,,
TZ,,,
Tyson ins,,,
hat a croed of smelling better,,,
Hey Jake come on don to Mayaguezyou got fans don here,,,
Had to stop at,,,
Yo jake hy you only challenge old men you better fight deontay or ryan garcia,,,
Make cotton candy flavor for prime,,,
Jake Paul ith CTE is actually a lot funnier than the old Jake,,,
Johnni as my neighbor for a fe years Dude is a icked restler If you ever end up transitioning to MMA thats a great guy to learn restling from,,,
million subs and k vies,,,
lmaooo,,,
I actually bought  cuz i needed something different and i actually love it,,,
Great,,,
,,,
Fight canelo,,,
No,,,
Jake paul like almart pays me pretty good,,,
ho came here after jake paul said cristiano ronaldo ont surpass his subscribers,,,
Iron Mike Tyson ill alays be a bigger name than you,,,
Derek is the goat,,,
Yea Im here,,,
November st,,,
ander,,,
video,,,
Jake is going to hurt Tyson I predict if he uses his jab and his legs get yo cardio up Tyson alays struggled ith a long good jab look hat lynnox leis did to him,,,
But your okay,,,
Can you come meet me hen I in ith ander,,,
I like jake paul its everyday bro,,,
This as really good vlog reminded me old youtube vlogging days,,,
Yeah,,,
is your tongue bron from being stuck up jakes ass,,,
Jake,,,
Jake acting at the end had me laughing ayyyyyy to long looool,,,
Am I the only one ho is folloing him since,,,
hat a punk,,,
I folloed Jake because he is a punch idol and I live to be inspired by him I do ish everyone reading this ill drop a reply and likes,,,
Jake please take me on your team please,,,
Jake Paul comeback needs to be studied,,,
Can e get the tee somehere,,,
chleba,,,
Bros editor is majestic,,,
JAKE PAUL IM A HUGE FAN PLEASE GIVE ME A SHOUT OUT,,,
Ohio made  bro send me a rack you ont blackjackjay,,,
You get it,,,
in the shatttttt,,,
yo this guys got something on Jake fr no ay Jake agrees to do this song in,,,
carmel police are you in Indiana,,,
MIKE TYSON IS BETTER THAN YOU FOOL JAKE POTATO,,,
I anna see you get recked by MikeTyson,,,
You and trav and cor are my favourite YouTubes,,,
Logans only at the press conference to promote prime such a L brother,,,
Hello sir i need help please help me,,,
Crazy i got an AXE Ad,,,
Crazy i got an AXE Ad,,,
Somebody got paid a lot to lose the race,,,
Done entered giveaay  tnx,,,
nah hen he smacked the spider on his head i as dyin,,,
Bro heres Juta,,,
Very good and funny video Jake performing his old song again brings up memories,,,
HO TF AS MIKE TYSON ALMOST THE SAME HEIGHT AS JAKE Ive met him before and I as just taller and Im,,,
High heel boots,,,
Dallasdf so You have never met Tyson liar,,,
ParkerLane ho do you kno he aint met him keep ur opinions to ur selfknob cheese,,,
He,,,
Gavbonniecry,,,
Thumbnail looks like Sht Nardar damm My bad Nardy You had me nervous,,,
Derek is really hardorking though One of the best promoters Betr has,,,
Too funny,,,
I ould like to see him try fighting ith Connor McGregor,,,
Video ends at  guys,,,
e kno,,,
tf is going ith yo hair jake stop juicing up bro u ill regret it,,,
Great video,,,
Is  bro back to vlogging like the good old days,,,
No clue he Rich jus side quests maybe,,,
hy did he thro the race against Dexter tho,,,
Girls talk to me hen I ear,,,
I like Jakes  pee pee,,,
Love u  gndu,,,
Tbis is true,,,
November th the date of Jake Pauls death  Sorry Jake  but Im rooting for Tyson on this,,,
Derek is the most unathletic man on earth,,,
I fucking love the old Jake energy it amazing best video Jake has put out on a very long time very OG fan,,,
Chunky Jake,,,
Jake loves him some Riley Reid but he moved up in the orld ith his current girlfriend shes a Certified Bad A,,,
no ay jake stayed at a place in my ton,,,
Bro is a youtuber,,,
That concert in Czechia as so empty I think many people ere disappointed and sa that Jake is all about image making,,,
k  hours bro fell off,,,
Jake stool in olympics is like that oman BreakDancer,,,
Notice ho Jake is still groing his natural chin guard for the Tyson fight,,,
That beard makes him look like so much bigger than he actually is,,,
Needs ear hair,,,
fFLKmales it look like he has no neck,,,
he looks like my ood elf character from morroind,,,
vanayadgeom You nah,,,
Hi,,,
Im confused did Derek really in that race   if so probs to em he is skinny ash them runners be skinny ash,,,
million total YouTube subscribers and yet the average vieership for the videos is like K,,,
shouldve took histlinDiesel ith you,,,
Your deodorant got me my girlfriend,,,
that kid  aint got no girlfriend lol he anted to impress jake,,,
Dalvin cooks stock just got a bit loer,,,
Shout out the Czech Republic,,,
Yo Jake print FK Jp merchandise and sell bro,,,
No ay I have a house on lake Mahopac right across from yours I never kne that you bought the house on the island I hope to see you one day it ould be my dream,,,
next time in czech get nik tendo and yzomandias to perform or hit up milion  label,,,
hy isnt it in Canada Ontario yet,,,
Ill do  push ups for  likes,,,
Shut up jimy,,,
Jake Paul shoing homage to a homie as cool AF lol,,,
i love jake paul so much,,,
as Derricks boxers shoing his junk hy as it censored,,,
Derik has less eight to carry hich means hes more aerodynamic Thats hy he onhi Derik,,,
Is  available in Australia,,,
He should be very scareful Love MT,,,
Kdy prost v e to bylo na piu a tady je to sesthan jak ZMRD o scammei zasran StickDix looool,,,
All click bait,,,
heres the description I anna go check out ander,,,
that everyday bro hurt,,,
Bro I love the ne vids,,,
Jake you betr chill out otherise people ill see the real you and start to like you,,,
I had to skip the part here Derek as racing,,,
This comment  section are like NPCs,,,
its sad that Jakes haters ill never see this side of him Every video is comedy and adventure Cheers Team Paul,,,
you ont meet in the middle,,,
Jake Paul for supporting our boys in blue,,,
Jak Paul Is a young living legend,,,
Jake signed Hak Tuah hahahahahaha hat a,,,
Is my music good I ish to gro better,,,
If he did sign her its just so shell hak tuah on him,,,
Great vids man,,,
Brother Thank you for creating,,,
hy ould an nfl player in in a to lap race Football players compete in the  for a reason,,,
Jake just gotta ear his fluffy pink ear protectors for the fight,,,
el gallo de Dorado,,,
Bro fell of,,,
Maybe u should make some ne music so u have something to preform on stages,,,
Fight clint eastard next  im sure youll be him too,,,
English,,,
is that jasper rappin,,,
Gg man Id much rather see you promote  businesses a couple times rather then  business a thousand times like other people,,,
Mike Tyson better,,,
Yall made the deodorant sticks too big tbh shouldve made them smaller so people run out faster and have to buy more,,,
I dare you to be Faze rug in his YouTube channel,,,
Derke is still the most  unathletic  person  lil ass string bean,,,
get that bag Jake,,,
Czech Republick,,,
Derek is a lil,,,
hat a an Aesome Vlog,,,
I hope there is a  month progression video on Dereks health and body Boy needs to gain eight and get healthy jakepaul,,,
he does kno deodorant is to stop seat the smell isnt going to last more than an hour if that hy ould you buy deodorant over actual perfumes for smell,,,
Love from Czech republick,,,
Jake Paul he going to in another boxing,,,
Jake Paul my favorite boxing,,,
Legend has it the ater smells like  no,,,
Too much,,,
Left Derek hanging lol,,,
Dominican Republic Czech Republic,,,
Can you put tops on the  at almart every single can is alays half empty from people just spreading it and it back,,,
That house is on Lake Mahopac in Mahopac NY I kno this cause i live on the lake,,,
Jake Big Fan hat is your reactions to the allegations of u taking steroids,,,
v ivot bych neekl e uvidm Jakea zpvat Its every day bro v esku,,,
hat a thumbnail lol,,,
Jake is gonna bite Mike Tysons ears,,,
Been atching since team,,,
I live in Ioa,,,
Shave your beard pls,,,
Uhbeilabol ad olmad,,,
Yooo lets goooo made the account,,,
You signed the Hak Tuah girl,,,
tf,,,
bought some last night,,,
I love those vlogs hen you just being your true silly self  stay true to yourself and keep doing hat you doing  the more you give the more youll get back,,,
Ho is littel tison,,,
Commercials are getting longer these days,,,
Hes back,,,
The vies compared to the folloers you have doesnt add up lol,,,
ho did it just sho up on my foryou it only got k vies as yt don,,,
this as the jake paul i remember,,,
R Y T M O,,,
lol riley reid terking lets goooooooo,,,
I feel like they anted to ask about your cars extended arranty,,,
Brilliant content,,,
Trump,,,
Thanks John,,,
You see ho he sprays so much  thats because it doesnt last long,,,
Yeah I as ondering because if you do that ith axe man does it smell like AZZZZZZZ,,,
Good luck Jake good luck Mike fuck the bulllshit,,,
I HOPE YOU IN,,,
vid,,,
I leave my ton for one eek and its the eek yours training in my gym,,,
Brutal,,,
I met your dad at Costco,,,
Damn just realisied you are going to fight an  old man,,,
I miss the old Jake,,,
ate so you are still a youtuber then lol,,,
The GOAT JJP,,,
Douche,,,
Jake Paul is the,,,
,,,
Sup yo,,,
Jasper going crazy on the back tracks,,,
Proud of you brother,,,
NODERIK YOUR BUILT LIKE A HOMELESS SALAMANDER AND YOURE SONG TO COME OUT ISNT MANY MENITS SKINNY MEN,,,
still no  at my local ally orld just tryna get some vitamins in my seat,,,
czech republic is knon as czechia pronounced chechia in czechian language,,,
Happy for that dude  people from Europe e kno ho hard is to live the dream,,,
Fire vid ngl,,,
does jake kno he ill lose,,,
Short term rentals suck ass,,,
hy is ruby rose ith them,,,
That songs been played out Logans as ay better bro,,,
Theres no link,,,
Cool,,,
SUBSCRIBE,,,
Hey Jake I ent to almart and ask the lady if I could have the display She as so nice and she gave it to me,,,
hy you looking back at it in the thumbnail brodie,,,
Kign,,,
Signing the hak tuah girl is insane,,,
Ive been here since the beginning,,,
Only real mike tyson fans can like,,,
ander ad,,,
Yes,,,
yo mike tyson i bet mike as a prospect as he shoed he as old on his fight ith another old dude before,,,
ITS EVERYDAY BRO,,,
hat is your life Incredible,,,
KNOCK TYSON OUT,,,
fire video,,,
I miss team  days,,,
Everyone ho see this ill reach every goal the asked for,,,
HA,,,
Jake youre a true legend,,,
Solotae BOT,,,
DuboisDanielhp lol,,,
I got your deodorant today all our chores,,,
hen is  coming to canada Im done using dove for men lol,,,
Hey,,,
FrankTheTank yeah I like it too thats hat Ive been using it for years just ant to try something ne,,,
I never get a like on my comment,,,
because your a douche,,,
e already celebrating Jake Pauls in ith this one,,,
I cant believe that the reason I atch Jake Paul no is because  my daughter used to atch him hen she as on team ten,,,
Jake Paul  I bought  body ash a spray from al Mart Smells amazing bro,,,
You got this jake paul beat my tysons ass,,,
Do you really think Derek could really beat a nfl player in a race lol,,,
derek is half the size of the nfl player also must runners look skinny as hell so yeah derek on,,,
outstanding you forgot the other dude is in the nfl lol didnt even look like he as trying tbh,,,
outstandingPpl like you make me orry about the orld You think cause hes skinnier he can beat an NFL RUNNING BACK ho RUNS FOR A LIVING Im gonna pray for ppl like you,,,
FrankTheTank He on plain and simple youre the one ho needs praying for You cant grasp anything in life clearly You only believe hat you think you kno Sad,,,
firealksauceDalvin let him in,,,
here is onder link cant see his link,,,
Nah seeing him perform that song again is bringing back memories,,,
Is my music good I ish to gro better,,,
Rightt,,,
Cringe,,,
Perform He said  ords and pulled up his pants,,,
Yea I as there in the video,,,
So ere e all,,,
Please make a red  and called it the Heartbreaker chicks ill be leaving their man for it,,,
Derek body is fkg akard,,,
Yo bro love your vids,,,
Keep smashing life,,,
legggo,,,
After  years,,,
just used  for the first time,,,
song choice,,,
Each like  treat for my puppy,,,
e all kno hats going to happen its going to be a dra,,,
Mike Tyson fight ill be insane,,,
Fighting a grandpa ould be insane,,,
tlfilmsgrandpa ho ould send many to shado realm still lol,,,
it ould be insane if it as a real fight,,,
Is my music good,,,
ill never happen just like this mf ont fight brock lesnar in the octagon,,,
Im yrs old  bieekly and Im retired this video have inspired me greatly in many ays,,,
Stop the cap buddy,,,
Yeah okay,,,
vies in  mins  bro fell off,,,
Love you jake as a fan from the beginning bro,,,
Heyyyyy,,,
,,,
Keep smashing life,,,
Seetheart,,,
YESSSS,,,
Hes so funny,,,
Early,,,
okay thats crazy,,,
Shark  you deliver pizza,,,
Thats a remote control one,,,
ell hy ould you start splashing,,,
Thats scary,,,
He ant Jake cuz he is betr and is a  to eat,,,
comments bro fell off,,,
Hi,,,
CGI,,,
And then promptly fired the chick ho dipped on the jetski lmao,,,
If that as mike tyson or brock they ould have destroyed the shark,,,
Robot shark,,,
Ol girl as already on land in her car and headed home before they realized there as a shark,,,
Jose  AIas,,,
Jose AIas,,,
The scary shark,,,
I just laughed my ass off,,,
Great echo from the ocean prob at universal studios,,,
bish only cared about herself,,,
Cgi getting more real every day,,,
It liked like a remote control underater one to me,,,
Is that Jakes girlfriend on the jet ski She jumped into action right aay to scare that shark off,,,
here hat ater,,,
Your skdjdjddkdkkd,,,
Theres no disturbance on the surface of the ater around the shark If it as real it ould left a small ake I onder hat else he fakes,,,
Yall are just so fucking gay at this point,,,
hy ould she jus drive aay ith the sea doo,,,
You acted tough ith the get  bish then you tried hauling ass ith those hands paddling  great stuff,,,
Ho you going to look hen Tyson hits you,,,
I commented about that in the origanal video,,,
I sa a short of a guy eating pizza,,,
Just for all you people ho encounter a real shark never splash the ater,,,
Dude left them ith the only vehicle,,,
The black girl took off lol,,,
Only a chick ould poer her boat and push you toards the shark and  leave you,,,
there so dumb,,,
Girl on the jet ski could have picked them both up,,,
Lovr,,,
Love,,,
Jake let me borro ten gs before u the shark eats you,,,
Lol shorty ho could of saved them just left them,,,
Dam rub rose ditched you both,,,
Idk if thats a real  shark I doubt it but possibly is,,,
Shark said I cant afford that food,,,
Nothing is real these days,,,
that shark as fixing to get himself a double order of some of the most expensive food you can buy,,,
i,,,
,,,
Tyson ould have punched the shark,,,
Hahahahahahahhahahahahahhhahahahahahahahahhahah OMalley as so funny help help help  my MMA career is over if it bites me,,,
He sprayed ith his on deodrantand it as that aful he had to sim off before it died,,,
Remote control shark,,,
This is the  fighting Mike Tyson,,,
Its just a black tip reef shark Nothing to orry about and you shouldnt panic like that Shark ill think something is in distress or ounded All it as doing as checking yall out and then doubled back cause yall panicked  stay calm and youll be ok,,,
Ill be more scared to fight Mike Tyson,,,
Clons been clons,,,
That girl as like eat them Im outta here,,,
Sadly she failed,,,
Listen to jake he said yo chill Be still me shark ill go aay,,,
Thats exactly ho youre going to sound after Mikes first punch,,,
th session kf UNSECO heritage summit ill take place in our country INDIA,,,
That chick on jet ski trying to flip you ith the ake is CRAAAAzy lmao,,,
ell considering its a chick she probably had no fucking idea hat she as doing and didnt belong on that jet ski in the first place,,,
She tried to save us all,,,
The e Different sign hits different after that debacle,,,
Cap This is cg,,,
love shark,,,
Couldnt you just pee on him,,,
Jake here is Celsius drink,,,
Sean floating aay helplessly lol,,,
Hes a helpless human in general,,,
jefthecrazycanadianyeah a helpless human that could be you up ith his big toe,,,
Thats just Mike paying you a visit to remind you to get ready,,,
Aged ell,,,
These to are a dou e didnt kno e needed,,,
,,,
you fell off,,,
ho as ondering if the Shark as gonna eat someone,,,
Jake  is the best Ive been recommending it to people and they like it too keep up the great ork and get that  on July  no pun intended,,,
tf,,,
The shark just anted some,,,
Hey jake,,,
Bro I think I sa the video that Jake Paul on so stop saying that,,,
Nah,,,
lmaoo,,,
Sus  very sus,,,
hat in the fucking orld,,,
No defence Mike Perry Very bad defence,,,
Didnt age ell,,,
Lmao lmao is that hat happend or as it the other ay around  Jake paul rules,,,
Jake Paul one,,,
Sus,,,
Ayoooooii,,,
Sus,,,
Lol,,,
Jakes inning st round,,,
CAP,,,
Damm nutz in Jakes mouth,,,
I thought he as fighting mike tyson,,,
I thought he as fighting mike tysin,,,
ild boy,,,
I ould love to go,,,
Jake bout to kill Mike Perry,,,
Congratulations,,,
Boooy Jackie that as fast broo,,,
No diddyyyyy,,,
Jake paul i ant fight im,,,
The the fuck is hilarious,,,
Shits funny Idc,,,
Sus,,,
Nah,,,
You fucking crack me up Jake,,,
Confusing,,,
the more i atch the funnier it gets,,,
Bro just made himself look even orse,,,
Hey Jake Paul I bot your stuff from almart,,,
Ayo hat did he say,,,
Yo jake,,,
Come on Jake you kno hat he said,,,
Jake Paul you should mix up the lemonade prime and the blue raspberry prime,,,
zessssssssssssssssssssssssssssssssssssssssssssstyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,,,
Its me,,,
Bro ls fighting on July th and december,,,
Sus,,,
in jake,,,
Haha,,,
Sssssooooooooooooooooooooooo sus,,,
Fight Mike Tyson Jake,,,
Sus,,,
This is funny af,,,
You got this,,,
He as like hat i thought ere getting freaky,,,
Ok Jake I just anna say this,,,
Sussy bocka,,,
Jake gonna knock him out,,,
Ikr,,,
You both apparently ant jokes nuts in your mouths Fangirls,,,
I love the body ash,,,
Nah this is funny bro,,,
You are sooo funny jake,,,
You are so funny,,,
Tristan Tate as right,,,
That is sus,,,
This is just like the average Xbox party chat,,,
Yfyyeydyf,,,
Ydydyeydyd,,,
Ydydydyyd,,,
Jake you ild for that,,,
SOOOOOO SUUUUUUUSSSSSSSSYYYYYYY,,,
Is the island boys,,,
Jake still ducking Tommy,,,
tommy ho he fought and loss i thought,,,
Ayoooioooo,,,
Jake Paul is so real,,,
Jake as Like A Thats Romantic Until He Said Knucks Da Fuck haha,,,
He is the king of YouTube,,,
Aye,,,
you are  gay,,,
Fucking right tiger,,,
Thanks for the  Ive on betting on you  Ill be betting on this fight,,,
Jake alays has nuts in his mouth seems like anyay,,,
Lol,,,
One of the orst  talkers ever,,,
Sus,,,
knuck if u buck,,,
Jake is Beating his ass July th,,,
Sus,,,
Jake as like ha,,,
Felt your aura yesterday jake,,,
Ayooooooooooooooooooooooooo,,,
I asnt ready,,,
I seen that stuff you got at almart,,,
Boooiiiiiiiiiiiiiiiiiiii,,,
Ill knock you out Jake Paul you going to do the same thing Ryan Garcia did and block me cuz he couldnt take hat I got to say,,,
Youre the one that sus Jake Paul he said knuckles and you told him to put his nuts in your mouth,,,
Huh,,,
Reply to this plss,,,
Jp is a island boy,,,
A big troll,,,
Idk hat homie thought he as getting out of being dis im the first place Jake just matched his energy,,,
Ayo pause,,,
Jake can I borro k to bet on you,,,
hat he ouldnt do that,,,
AYOOO,,,
AYOOOOOOO,,,
AYOOOO,,,
Jake be careful ok go jake Paul go jake paul your going to in,,,
Jake Paul youre cook,,,
Your his son,,,
The only thats goin don is Jakes ego,,,
almart Conor McGregor,,,
if mike ins e kno hy and if jake ins e kno hy,,,
Its better you advise your jake Paul no before they enter the ring mike ill nearly kill him  I pity you ith the mouth youre making hite man the more you keep making mouth is the more mike ill deal ith you  respectfully man,,,
Entertainment BS Shoman ship but next is acting The coveted,,,
Been taking restling talk lessons of hes brother,,,
Really,,,
Uhhhhhh,,,
Time to learn to sim soon in space,,,
Mickelson is going to nock in out on fist Road,,,
Pauls making Mike feel alive again,,,
You are fucked,,,
Mikes going to bite your nose off dude be  careful,,,
Mikes like hy this guy keep copying me,,,
Spoil kid,,,
Your glutton for punishment,,,
Mike knos this is a joke,,,
i ant to buy the same sunglasses ith Jake anyone knos the brand or something,,,
i like ho this is like a funny yet nice boxing match and face off,,,
Mike like alright take it ez there bud,,,
Mike in,,,
Am putting everything on Mike to teach this Jake a lesson,,,
Prime and celsius kill,,,
Fight me bro,,,
Bruh tf,,,
Your gonna lose so bad,,,
Mikes face,,,
Poer,,,
e all kno holl in,,,
MIKE,,,
Mike,,,
jamiesha ofc,,,
Jake,,,
imcgonigle yup,,,
U got this bro,,,
my fav is jake paul and amanda serrano,,,
these  kno ho to entertain,,,
Only tyson could get by ith saying a  year old turned him on,,,
Sometimes Mike says the stupidest shyt,,,
You got to remember that its all for the money,,,
Mike testosterone is so strong he thinks jacks a girl,,,
Bro is gay,,,
hat,,,
hat that as the eirdest thing Ive ever hearf,,,
ha,,,
A a a,,,
AYO,,,
bro,,,
Ayo,,,
Bro hat he as a minor,,,
hat,,,
Its men,,,
I hope this remains a boxing match,,,
Im officially hard,,,
Huh,,,
Iron Mike since,,,
I just got my tickets to this fight lol,,,
Get a refund,,,
Domandliam yeah I just applied to get the refund,,,
Rejection  Yeah Mike e should reject him,,,
I ill only believe this match is genuine hen I see Mike rip Jakes nose off and starts selling Tyson Edible Noses,,,
orse come back ever,,,
Scripted Im definitely disappointed,,,
